price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_basement,yr_built,yr_renovated,zipcode,lat,sqft_living15,sqft_lot15
175000.0,6,1.5,1930,8400,1.0,0,0,3,7,900,1971,0,98146,47.4869,1780,9520
395000.0,4,2.5,2130,11733,1.0,0,0,5,7,800,1969,0,98059,47.512,1800,9131
412250.0,2,2.0,1300,2983,1.0,0,0,3,8,0,2006,0,98053,47.703,1510,3876
650000.0,5,3.5,5110,10018,2.0,0,0,3,10,1260,2003,0,98034,47.7261,1790,10018
305000.0,2,1.75,1120,758,2.0,0,0,3,7,0,2012,0,98027,47.5325,1150,758
306000.0,5,2.0,1460,169448,1.5,0,0,3,6,0,1910,0,98030,47.3714,2250,6059
267500.0,5,3.5,2390,6600,2.0,0,0,5,7,0,1977,0,98042,47.3737,1140,6600
285000.0,4,2.5,1870,8190,1.0,0,0,3,7,770,1977,0,98058,47.4521,1590,9150
720000.0,3,2.0,1590,5200,1.0,0,0,3,7,270,1939,0,98103,47.6864,1620,5150
159995.0,2,1.0,1000,5026,1.0,0,0,5,5,240,1915,0,98002,47.297,990,5026
566000.0,4,1.75,2440,5000,1.0,0,0,3,8,1100,1954,0,98117,47.6823,2170,5000
760000.0,4,2.25,3040,9690,1.0,0,0,4,9,1100,1978,0,98005,47.5923,2430,9690
678000.0,3,2.75,2770,10000,1.0,0,1,5,8,1130,1962,0,98033,47.7011,2450,10000
590000.0,5,3.25,4020,40341,1.0,0,0,5,8,1850,1970,0,98027,47.4952,2650,53437
525000.0,4,2.5,2400,10070,1.0,0,0,3,7,890,1967,0,98034,47.7104,2030,9964
340000.0,4,2.5,2550,7555,2.0,0,0,3,8,0,2001,0,98001,47.2614,2550,6800
351000.0,3,2.5,2594,4455,2.0,0,0,3,8,0,2012,0,98001,47.3054,2981,4950
550000.0,4,1.75,2410,8447,2.0,0,3,4,8,350,1936,1980,98074,47.6499,2520,14789
380950.0,2,2.0,1120,1039,2.0,0,0,3,7,280,2007,0,98144,47.5788,1130,5400
180000.0,2,1.0,770,9370,1.0,0,0,3,7,0,1947,0,98155,47.762,1060,9352
935000.0,5,4.5,4230,9701,2.0,0,0,3,10,0,1999,0,98006,47.5444,4130,12253
388598.0,3,2.5,2370,4200,2.0,0,0,3,8,0,2014,0,98038,47.3699,2370,4370
788500.0,4,2.25,2510,133729,2.0,0,0,4,8,0,1977,0,98027,47.4569,2510,69696
607000.0,4,2.5,2100,8220,1.0,0,0,4,8,800,1975,0,98052,47.6733,2160,8348
711777.0,4,1.75,2220,6731,1.0,0,0,4,7,1110,1953,0,98116,47.5691,1600,6350
220000.0,5,1.5,1830,94960,1.5,0,0,3,7,0,1929,0,98031,47.4218,1440,16365
765000.0,2,1.75,1660,4000,1.0,0,0,3,7,670,1940,0,98112,47.6394,2070,4000
670000.0,4,2.5,2095,4569,2.0,0,0,3,9,0,2002,0,98052,47.6603,2095,4385
375000.0,4,2.0,1790,61419,2.0,0,2,2,7,0,1988,0,98019,47.7216,1790,62290
410000.0,3,2.0,1700,4250,1.0,0,0,3,6,810,1944,0,98199,47.6542,1440,4250
520000.0,3,2.75,1700,3264,1.0,0,0,3,7,640,1919,0,98115,47.6767,1880,4080
605000.0,2,1.75,1760,5000,1.0,0,0,4,7,820,1927,0,98117,47.682,1530,5000
476500.0,4,1.75,1670,10200,1.0,0,0,3,7,280,1953,0,98118,47.5524,1720,6860
353500.0,4,2.5,3250,4650,2.0,0,0,3,8,0,2007,0,98031,47.4004,2960,4650
487500.0,4,2.5,2810,6296,2.0,0,0,3,9,0,2013,0,98059,47.5019,2850,6140
370000.0,3,1.75,1496,1423,2.0,0,0,3,8,248,2006,0,98133,47.715,1460,1423
370000.0,2,1.5,1010,2102,2.0,0,0,3,7,0,1984,0,98119,47.6374,1480,2632
319950.0,4,1.75,2310,8045,1.0,0,0,4,7,660,1976,0,98058,47.4569,1790,8086
370000.0,4,2.0,1640,7200,1.0,0,0,3,7,0,1963,0,98155,47.7471,1500,9000
206135.0,3,1.0,1340,11070,1.0,0,0,4,7,0,1978,0,98030,47.3527,1650,7630
692500.0,3,2.25,3420,9900,1.0,0,0,3,9,1710,1963,2004,98028,47.7412,2290,10700
567500.0,3,2.5,2300,7398,2.0,0,0,3,8,0,2001,0,98065,47.5369,2580,6983
395000.0,4,1.75,1540,5120,1.0,0,0,5,6,770,1943,0,98126,47.5359,1080,5120
1125000.0,4,3.5,3170,4000,2.0,0,0,3,10,830,1999,0,98112,47.6265,1770,4000
885000.0,3,2.5,2880,11443,2.0,0,0,4,9,0,1986,0,98006,47.5633,2840,12530
285950.0,2,1.0,710,7120,1.0,0,0,5,6,0,1942,0,98146,47.5122,1100,7020
665000.0,3,2.75,1800,9550,1.0,0,0,4,7,480,1966,0,98006,47.5679,1890,9902
184900.0,3,1.0,1040,10080,1.0,0,0,3,6,0,1959,0,98023,47.329,1000,8736
620000.0,3,2.25,1780,1429,3.0,0,0,3,8,210,2007,0,98109,47.6413,1470,1799
537000.0,3,2.5,1400,4800,1.0,0,0,3,7,200,1921,0,98117,47.6865,1440,3840
310000.0,2,1.0,860,12160,1.0,0,0,4,6,0,1921,0,98106,47.5267,1010,7611
340000.0,3,1.0,980,7228,1.5,0,0,3,7,0,1946,0,98133,47.7294,1070,7228
1570000.0,5,4.5,6070,14731,2.0,0,0,3,11,0,2004,0,98059,47.5306,4750,13404
495000.0,3,2.0,1460,9759,1.0,0,0,5,7,0,1972,0,98052,47.6644,1620,8421
438200.0,2,2.0,1600,5643,1.0,0,0,3,7,0,1954,0,98115,47.6968,1600,5746
999000.0,3,2.5,2710,23292,1.0,0,4,3,9,630,1956,0,98177,47.7608,2430,20000
220000.0,2,2.5,1000,1092,2.0,0,0,3,7,10,2004,0,98118,47.5419,1330,1466
300000.0,3,1.75,1350,7370,1.0,0,0,4,6,0,1912,0,98118,47.5336,1440,6000
399000.0,3,3.0,2240,10479,2.0,0,0,4,7,530,1950,0,98106,47.5529,1530,5244
440000.0,4,1.5,1770,5750,2.0,0,0,3,7,0,1947,0,98116,47.5621,970,5750
250000.0,3,2.25,1960,7414,1.0,0,0,3,7,470,1984,0,98023,47.2977,1580,8038
729000.0,3,3.25,2250,60548,1.0,0,0,3,9,0,2005,0,98038,47.4246,2760,84070
450000.0,4,3.0,2200,4466,2.0,0,0,3,7,0,1968,0,98103,47.7005,1780,2250
647500.0,5,2.0,1760,21562,1.0,0,1,3,8,200,1959,0,98028,47.7597,2150,12676
2230000.0,3,3.0,3620,28064,2.0,1,4,5,10,1250,1977,0,98136,47.5516,2550,34713
605000.0,3,2.5,3200,35012,1.5,0,0,3,8,1100,1965,0,98027,47.4651,2690,35100
261000.0,2,1.0,970,12500,1.0,0,0,3,6,0,1941,0,98168,47.5102,1280,6250
545000.0,3,2.5,2760,17377,2.0,0,0,3,9,0,2002,0,98056,47.4929,1940,8504
535000.0,1,1.0,920,5000,1.0,0,3,4,7,0,1906,0,98103,47.6748,1890,5000
1328000.0,4,2.25,3260,4640,2.0,0,0,5,9,900,1907,0,98112,47.6272,3240,5800
519500.0,4,2.0,1540,17859,1.0,0,0,3,6,0,1964,0,98027,47.5326,1390,9688
713500.0,5,2.75,2920,9163,1.0,0,0,4,8,1400,1976,0,98006,47.5668,2250,9163
284000.0,3,2.25,2080,2050,1.5,0,0,3,7,530,2003,0,98042,47.4199,2080,2275
260000.0,3,2.25,1920,9680,1.0,0,0,4,7,620,1961,0,98031,47.412,1500,9516
399995.0,3,1.5,1140,1069,3.0,0,0,3,8,0,2005,0,98103,47.6907,1230,1276
254000.0,3,2.0,2070,9000,1.0,0,0,4,7,620,1969,0,98023,47.3085,1630,7885
930000.0,3,3.25,2950,4446,2.0,0,0,3,9,500,2001,0,98116,47.5852,1930,4255
219000.0,4,1.0,1370,5339,1.5,0,0,4,6,0,1948,0,98168,47.5046,1280,7048
348000.0,3,2.0,2360,6145,1.0,0,0,3,8,0,2011,0,98030,47.3564,2304,5880
550000.0,2,1.5,900,5750,1.0,0,2,3,7,0,1940,0,98116,47.5623,1300,1413
289000.0,3,2.5,2090,4700,2.0,0,0,3,8,0,2002,0,98042,47.3724,2740,5040
760000.0,4,2.5,3220,4031,2.0,0,0,3,9,0,2002,0,98033,47.688,3150,5083
315000.0,3,1.75,1970,8200,1.0,0,0,3,7,700,1964,0,98168,47.4731,1890,8348
255000.0,2,1.0,810,7980,1.0,0,0,1,6,0,1928,0,98146,47.489,1440,7980
535000.0,3,3.25,2670,5108,2.0,0,2,3,9,0,2000,0,98065,47.5342,2670,6500
275000.0,4,2.5,1840,1562,2.0,0,0,3,7,440,2004,0,98106,47.5345,1840,1766
319900.0,4,2.75,2475,4000,2.0,0,0,3,7,0,2014,0,98002,47.3452,2166,4000
674000.0,3,3.25,2320,6744,2.0,0,0,3,9,390,2014,0,98125,47.7132,1700,6744
355000.0,2,1.0,960,6250,1.0,0,0,3,6,0,1916,0,98136,47.5491,1350,6250
533050.0,2,1.0,910,295772,1.0,0,0,3,5,0,1953,0,98042,47.3752,2050,48351
249000.0,4,2.25,1860,9576,1.0,0,0,3,7,460,1962,0,98032,47.3612,1860,9576
500000.0,4,2.0,1980,4500,2.0,0,0,4,7,0,1910,0,98107,47.6728,1550,2541
770000.0,4,2.5,3560,6187,2.0,0,0,3,9,0,2003,0,98029,47.5593,3190,6981
515000.0,3,2.25,1820,13362,1.0,0,0,3,8,600,1977,0,98075,47.5898,2050,15000
1148000.0,10,5.25,4590,10920,1.0,0,2,3,9,2090,2008,0,98004,47.5861,2730,10400
800000.0,4,2.5,4600,67369,2.0,0,0,3,10,0,1990,0,98053,47.6417,4600,67369
750000.0,7,2.75,3410,4056,1.5,0,0,4,8,1280,1906,0,98102,47.6454,2510,4056
401500.0,4,2.5,3140,94525,2.0,0,0,4,8,860,1977,0,98042,47.4155,1910,14300
245000.0,3,2.25,1422,3677,2.0,0,0,3,7,0,2012,0,98092,47.3204,1677,3677
368000.0,3,1.75,2120,11340,1.0,0,3,4,7,1060,1966,0,98198,47.4109,1830,8650
693000.0,3,2.25,2120,13644,2.0,0,1,4,9,700,1973,0,98040,47.5574,2950,17060
590000.0,3,2.25,2490,8800,2.0,0,0,4,8,0,1975,0,98006,47.5666,2690,10000
205000.0,3,1.0,1010,8800,1.0,0,0,4,7,0,1968,0,98002,47.2761,1550,7700
350000.0,2,1.0,940,5000,1.0,0,0,3,7,0,1950,0,98155,47.7518,1800,7400
1662000.0,4,2.75,3520,19200,1.0,1,4,4,9,1570,1951,0,98136,47.525,2450,7000
680000.0,2,2.0,1450,989,3.0,0,0,3,9,0,2014,0,98109,47.6354,1490,1240
600000.0,2,1.0,2120,6897,1.0,0,0,4,7,1060,1923,0,98118,47.5566,1900,4462
510000.0,4,2.5,1840,7800,1.0,0,2,3,8,600,1972,0,98177,47.7762,2010,9100
685000.0,5,2.5,3160,5635,2.0,0,0,3,9,0,2003,0,98027,47.5362,3670,6087
394500.0,4,2.5,3002,6042,2.0,0,0,3,8,0,2004,0,98055,47.4231,2566,6390
690000.0,4,3.5,1930,5400,1.5,0,2,3,7,0,1920,0,98116,47.5679,1500,3340
625000.0,4,1.5,2120,5000,2.0,0,0,4,8,0,1900,0,98122,47.6024,1830,5000
349500.0,3,1.0,1400,3538,1.0,0,0,3,7,600,1953,0,98118,47.5405,1620,6331
455000.0,5,2.0,1870,13970,1.0,0,0,4,7,750,1969,0,98027,47.5243,1860,13970
942990.0,4,2.5,3570,6218,2.0,0,0,3,9,0,2014,0,98052,47.7046,3230,5972
501000.0,2,1.0,1010,4320,1.0,0,0,5,7,0,1924,0,98115,47.6846,1680,4320
765000.0,4,4.0,3010,7221,2.0,0,0,3,10,0,2004,0,98075,47.5833,3490,7518
229900.0,3,1.0,1010,8848,1.0,0,0,4,7,0,1968,0,98003,47.2742,1380,10650
350000.0,3,1.5,980,7790,1.0,0,0,5,7,0,1969,0,98034,47.7141,1390,7280
540000.0,4,1.75,2260,19500,1.0,0,2,3,8,810,1971,0,98074,47.6555,2980,19500
200000.0,3,1.5,2060,15837,1.5,0,0,3,6,0,1903,0,98055,47.4819,2190,8549
1680000.0,6,4.75,5770,16747,2.0,0,3,3,12,1270,1998,0,98006,47.5512,4470,14571
293000.0,3,1.0,1020,7650,1.0,0,0,3,7,0,1940,0,98133,47.7198,1440,7650
490000.0,5,2.75,2990,7200,2.0,0,0,3,8,0,1997,0,98059,47.4955,2710,7620
432000.0,3,2.0,1870,7080,1.0,0,0,4,7,660,1969,0,98034,47.7244,1620,8000
620000.0,4,2.5,1900,9775,1.0,0,0,5,7,0,1967,0,98033,47.6856,1990,10500
1388000.0,4,2.5,3450,17400,1.5,0,0,4,9,1270,1964,0,98004,47.5969,3770,19530
250000.0,1,0.75,940,87120,1.0,0,0,3,6,0,1944,0,98019,47.7182,1930,165528
925850.0,6,3.25,3140,14923,2.0,0,0,3,10,0,1991,0,98006,47.5411,2980,10758
525000.0,2,1.75,1530,3503,1.0,0,1,4,7,700,1916,0,98119,47.6368,1280,1531
475000.0,3,2.5,2130,8022,2.0,0,0,3,8,0,1985,0,98052,47.7252,2130,7605
485000.0,4,1.0,1210,6380,1.5,0,0,3,7,0,1936,0,98115,47.6924,1340,6380
690000.0,4,2.5,2900,23488,2.0,0,0,3,9,0,1992,0,98053,47.6726,2900,34589
837500.0,4,2.5,2700,9320,2.0,0,0,4,8,0,1994,0,98033,47.6861,2120,8056
230005.0,2,1.0,1030,6000,1.0,0,0,2,7,200,1951,0,98118,47.5291,1770,5000
234000.0,3,1.0,960,9624,1.0,0,0,3,7,0,1953,0,98155,47.7758,1540,9624
416000.0,4,2.5,2890,6322,2.0,0,0,3,8,0,2011,0,98038,47.3494,2380,5738
695000.0,4,2.5,2960,10760,2.0,0,0,3,9,0,1987,0,98029,47.5677,2480,9528
485000.0,4,1.75,1260,3880,1.0,0,0,5,7,400,1918,0,98117,47.687,1000,3880
450000.0,3,2.25,1620,1057,3.0,0,0,3,8,80,2009,0,98027,47.5396,1390,942
250000.0,4,2.0,1960,7560,1.0,0,0,5,7,800,1978,0,98031,47.4081,1950,7560
650000.0,3,2.5,2320,5284,2.0,0,0,3,8,0,2004,0,98075,47.591,2320,4383
620000.0,5,1.0,2230,16800,1.5,0,3,4,7,530,1923,0,98136,47.5161,2730,18400
425000.0,2,1.0,1670,6212,1.0,0,0,4,7,0,1947,0,98125,47.7152,1670,7272
165050.0,3,1.0,1200,8514,1.0,0,0,3,7,0,1959,0,98022,47.2043,1210,8985
749950.0,4,2.5,3340,123600,2.0,0,0,3,10,0,2005,0,98053,47.6101,3730,123600
264950.0,4,1.75,1770,9011,1.0,0,0,5,7,720,1983,0,98042,47.3646,1410,8530
700000.0,4,2.5,3040,7200,2.0,0,0,3,9,0,2008,0,98177,47.7747,2360,8245
560000.0,3,2.0,2560,216777,1.0,0,0,3,8,0,1986,0,98092,47.295,2360,108463
695000.0,3,2.5,2550,45254,2.0,0,0,3,9,0,2001,0,98053,47.6498,2190,49222
190000.0,3,2.0,1320,7625,1.0,0,0,3,7,0,1987,0,98038,47.3635,1420,7500
500000.0,3,2.5,1650,4648,2.0,0,0,3,8,0,2001,0,98075,47.5968,1800,5637
300000.0,3,1.75,1810,21138,1.0,0,0,4,7,570,1977,0,98058,47.4674,1850,12200
440000.0,3,2.5,1040,1032,3.0,0,0,3,7,0,2007,0,98107,47.6673,1290,1275
410000.0,4,2.5,3320,5034,2.0,0,0,4,7,0,2006,0,98042,47.4011,2580,4950
550000.0,4,2.5,2700,5100,1.0,0,0,4,8,1260,1968,0,98136,47.5331,1880,5100
563225.0,3,1.0,2460,4000,1.5,0,0,4,7,1090,1918,0,98112,47.6268,1680,4000
529000.0,3,2.25,1940,217800,2.0,0,0,3,9,0,1990,0,98024,47.5636,2580,83558
495000.0,3,2.0,1769,9300,1.0,0,0,4,7,0,1955,2009,98166,47.441,1870,10226
158000.0,3,1.5,990,8925,1.0,0,0,4,7,0,1962,0,98003,47.3294,1360,8625
765000.0,4,2.5,2660,5043,2.0,0,2,3,9,0,2003,0,98029,47.5445,3010,5500
354000.0,3,1.75,1340,6300,1.0,0,0,3,7,0,1972,0,98034,47.7186,1780,7200
1250000.0,5,5.0,5000,32909,2.0,0,0,3,10,0,2000,0,98075,47.6012,3030,12601
396500.0,3,2.5,2590,18980,1.0,0,0,4,10,0,1976,0,98042,47.3839,3110,14652
580000.0,4,2.5,2150,5000,2.0,0,0,3,8,0,2001,0,98115,47.6962,2030,6380
716500.0,4,2.5,3290,6465,2.0,0,0,3,9,0,2002,0,98075,47.5981,3100,5929
1600000.0,5,3.75,3570,10125,2.0,0,0,3,10,0,2014,0,98040,47.5639,1760,10125
370000.0,4,1.0,1540,9541,1.5,0,0,4,7,0,1961,0,98034,47.7104,1290,9541
3070000.0,3,2.5,3930,55867,1.0,1,4,4,8,1600,1957,0,98034,47.7022,2730,26324
583500.0,3,2.25,3530,13000,2.5,0,0,4,10,0,1985,0,98042,47.3823,2960,13000
350000.0,3,1.0,1250,9786,1.0,0,0,4,7,0,1969,0,98072,47.7622,1660,9621
505000.0,3,2.5,2100,5824,2.0,0,2,3,8,0,1999,0,98065,47.5334,1890,4140
332888.0,2,2.5,1050,1029,2.0,0,0,3,8,100,2007,0,98122,47.6018,1350,3600
599000.0,3,1.75,1650,1180,3.0,0,0,3,8,0,2014,0,98105,47.6638,1650,1960
645000.0,3,2.0,1640,4218,1.0,0,0,4,7,730,1941,0,98103,47.6546,1670,4000
642000.0,6,1.0,1530,4305,1.5,0,0,4,7,0,1921,0,98115,47.6862,1530,3800
670000.0,3,1.75,1730,3400,1.0,0,0,5,7,760,1928,0,98107,47.6662,1640,5000
965000.0,4,3.25,5010,49222,2.0,0,0,5,9,1300,1978,0,98027,47.5489,3140,54014
550000.0,4,2.5,2890,9045,2.0,0,0,3,8,0,2001,0,98019,47.7385,2840,10114
294000.0,3,1.0,1320,9520,1.0,0,0,3,7,330,1953,0,98178,47.4857,1460,10610
630000.0,4,2.25,2900,9680,2.0,0,0,3,7,910,1947,0,98125,47.7037,1850,7540
2725000.0,4,4.25,6410,43838,2.5,0,2,4,12,800,1906,0,98144,47.5703,2270,6630
260000.0,4,1.0,1220,7980,1.5,0,0,3,6,0,1944,0,98178,47.4924,1210,7920
460500.0,3,1.0,1490,10650,1.0,0,0,3,7,340,1963,0,98033,47.663,1730,9800
429000.0,3,3.25,1410,1246,3.0,0,0,3,8,0,2005,0,98103,47.6981,1410,1253
550000.0,3,2.0,1390,2688,1.5,0,0,5,7,0,1915,0,98117,47.6783,1440,2900
800000.0,3,2.5,2100,4440,2.0,0,4,3,7,0,1945,0,98116,47.5865,2100,6000
305000.0,3,2.25,2110,7665,1.0,0,0,4,7,750,1973,0,98023,47.3082,1660,8436
567000.0,3,2.5,2070,10908,2.0,0,0,3,8,0,1986,0,98029,47.5665,2220,10975
320000.0,3,1.75,1370,9900,1.0,0,0,4,7,0,1983,0,98003,47.2575,1490,9600
260000.0,4,2.0,1620,7992,2.0,0,0,4,7,0,1975,0,98031,47.395,1710,7500
248500.0,3,1.75,2090,12026,1.0,0,0,4,7,0,1948,0,98002,47.3095,1700,9496
375000.0,4,3.0,2420,9566,2.0,0,0,3,7,0,2003,0,98188,47.4693,2420,9135
895900.0,4,3.5,3640,4983,2.0,0,3,3,9,850,2014,0,98075,47.5619,3270,14700
260000.0,3,1.75,1440,12888,1.0,0,2,3,7,350,1958,0,98168,47.471,1710,12888
788000.0,4,2.5,2680,8778,2.0,0,0,4,8,0,1977,0,98006,47.5516,2680,10020
760000.0,5,3.5,3180,14000,2.0,0,0,5,10,0,1997,0,98006,47.5501,3670,14450
469000.0,4,2.5,2240,5624,1.0,0,0,3,7,720,1961,0,98108,47.5574,2240,7495
459000.0,4,2.0,1560,3840,1.0,0,0,4,6,600,1924,0,98117,47.6882,1560,4800
875000.0,4,2.5,3220,22588,2.0,0,0,3,10,0,1996,0,98077,47.7311,3220,22922
317000.0,3,1.0,1010,5400,1.0,0,0,3,6,0,1959,0,98144,47.5746,960,5400
920000.0,3,3.5,2800,7694,1.0,0,0,3,9,0,2005,0,98053,47.7095,2420,7694
600000.0,2,1.0,910,2002,1.5,0,0,3,6,0,1900,0,98112,47.6188,1190,1208
475000.0,3,2.25,1380,1621,2.0,0,0,3,8,240,2007,0,98117,47.678,1460,1403
335000.0,3,2.0,1570,7200,1.0,0,0,4,7,0,1952,0,98155,47.7501,1410,7434
685000.0,4,1.0,1550,15239,1.5,1,4,3,6,180,1930,0,98166,47.4502,1790,22047
415000.0,4,2.25,3060,48787,2.0,0,0,3,8,0,1992,0,98010,47.3397,2090,48787
436000.0,4,2.75,2080,9600,1.0,0,0,3,8,840,1979,0,98034,47.7149,1880,9525
510000.0,3,2.5,1860,3658,2.0,0,0,3,8,0,1994,0,98029,47.5703,1840,3739
840000.0,3,2.5,3050,33920,1.0,0,0,3,8,0,2004,0,98052,47.7034,1970,60984
606500.0,3,2.5,2170,5500,2.0,0,0,3,8,0,2000,0,98075,47.5975,2170,5862
401000.0,3,1.0,1120,8321,1.0,0,0,4,6,0,1941,1987,98027,47.5631,1980,8671
268000.0,3,1.75,1480,8009,1.0,0,0,3,7,500,1980,0,98032,47.3657,1790,7678
485000.0,4,3.5,3273,5115,2.0,0,0,3,8,602,2014,0,98055,47.4477,2996,5100
400000.0,3,2.25,2140,11266,2.0,0,0,3,7,0,1986,0,98019,47.7267,2000,14174
785000.0,3,2.0,1600,9638,1.0,0,0,5,7,0,1952,0,98040,47.5753,1800,11400
496500.0,3,2.5,2260,3640,2.0,0,0,3,8,0,1994,0,98072,47.7356,2350,3710
502000.0,3,1.0,1710,5000,1.0,0,0,5,7,570,1921,0,98116,47.5719,1670,4000
200000.0,3,1.0,1010,8108,1.0,0,0,3,7,0,1955,0,98155,47.735,1110,8108
780500.0,5,1.0,1760,4264,2.0,0,0,3,8,0,1902,0,98112,47.6246,2130,4264
347500.0,3,1.75,1620,7500,1.0,0,0,3,7,400,1981,0,98059,47.4815,1470,7938
247500.0,3,1.75,1960,15681,1.0,0,0,3,7,0,1967,0,98032,47.3576,1750,15616
250000.0,3,1.0,1480,6750,1.0,0,0,3,7,0,1958,0,98146,47.505,1480,7594
606000.0,3,2.0,1980,7680,1.5,0,0,4,6,910,1911,0,98033,47.6839,1330,8704
653000.0,4,2.5,2160,7000,2.0,0,0,4,9,0,1989,0,98029,47.5659,2300,7440
292000.0,3,2.5,1950,7421,2.0,0,0,3,8,0,1996,0,98038,47.3842,2200,4668
340000.0,4,2.5,2090,4200,2.0,0,0,3,7,0,2007,0,98038,47.3659,2090,4200
500000.0,3,2.0,3040,41072,1.0,0,0,4,8,1520,1978,0,98038,47.3944,2230,54014
899000.0,4,2.5,3540,9349,2.0,0,0,3,10,0,2003,0,98052,47.7046,3280,7546
516000.0,3,3.0,2330,7304,1.0,0,0,3,9,1030,1971,0,98005,47.5982,2330,9518
205000.0,4,2.0,1450,8175,1.0,0,0,4,7,0,1967,0,98031,47.3933,1570,9024
400000.0,2,1.0,610,4560,1.0,0,0,3,5,0,1918,0,98136,47.5498,930,1392
1288000.0,3,2.5,3240,12625,2.0,0,0,3,11,0,1987,0,98040,47.5327,3470,12331
805000.0,3,2.25,2860,11250,1.0,0,1,5,8,570,1956,0,98166,47.4534,2030,11250
500000.0,4,2.5,3010,5040,2.0,0,0,3,8,0,2006,0,98133,47.709,1090,5040
393000.0,2,1.0,1020,4200,1.0,0,0,5,6,0,1923,0,98136,47.5319,1660,4200
755000.0,6,2.0,2150,4505,1.0,0,0,3,7,880,1952,0,98119,47.6514,1740,4505
1205000.0,4,3.5,3590,5335,2.0,0,2,3,9,450,2006,0,98115,47.6762,2100,6250
900000.0,4,3.25,4700,38412,2.0,0,0,3,10,1280,1978,0,98005,47.6445,3640,35571
1348000.0,4,3.5,4640,9827,2.0,0,2,3,10,1430,2007,0,98027,47.5524,3810,8207
590000.0,4,2.5,2940,29013,2.0,0,0,3,10,0,1992,0,98077,47.7635,3010,34071
420000.0,2,1.0,960,112384,1.0,0,0,3,7,0,1955,0,98028,47.7642,1210,24875
352900.0,2,1.5,1240,1892,2.0,0,0,3,7,0,2002,0,98144,47.5915,1220,1740
266200.0,3,1.5,1430,9600,1.0,0,0,4,7,0,1966,0,98059,47.4737,1590,10240
740000.0,2,1.75,2080,4800,1.0,0,0,5,7,1000,1923,0,98117,47.6896,1310,4800
567500.0,2,1.5,1350,4592,1.0,0,0,3,7,280,1939,0,98199,47.6511,1610,5102
611000.0,4,2.5,2460,4200,2.0,0,0,3,8,0,1998,0,98074,47.6031,2330,4200
575000.0,4,1.5,1430,4163,1.5,0,0,3,7,0,1910,0,98199,47.6606,1500,4000
1240420.0,5,3.25,5790,13726,2.0,0,3,3,10,1360,2014,0,98006,47.5388,5790,13726
235000.0,3,1.75,1840,9697,1.0,0,0,4,7,340,1985,0,98030,47.3764,1430,8079
545000.0,3,2.0,1610,8069,1.0,0,0,5,7,520,1955,0,98006,47.5754,1510,8803
720500.0,4,2.5,3350,35298,2.0,0,0,4,9,0,1985,0,98053,47.6506,2620,35604
311000.0,3,1.0,1640,12060,1.0,0,0,4,7,0,1960,0,98059,47.4941,1680,9147
875000.0,4,3.0,3720,14125,1.0,0,0,4,9,1790,1960,0,98005,47.5911,3160,15300
2400000.0,4,3.25,4140,20734,1.0,0,1,3,10,840,1977,2005,98004,47.6344,4020,20008
794154.0,4,2.0,2210,8556,1.0,0,1,4,8,1000,1954,0,98199,47.6498,2190,7975
345000.0,4,2.5,2040,5875,2.0,0,0,3,8,0,2004,0,98056,47.5051,2230,5459
730000.0,5,3.5,3760,4857,2.0,0,3,3,9,940,2004,0,98072,47.7398,3000,5693
486000.0,4,2.5,3560,12047,2.0,0,0,3,10,0,1988,0,98023,47.3019,3420,11250
295000.0,3,1.75,1060,8100,2.0,0,0,4,7,0,1983,0,98038,47.3617,1410,8100
255000.0,4,2.75,1760,9222,1.0,0,0,3,7,620,1971,0,98023,47.3099,1800,9222
266000.0,2,1.0,700,5559,1.0,0,0,5,6,0,1949,0,98155,47.7492,1230,8100
1442500.0,3,2.25,2630,9705,2.5,0,2,4,8,0,1987,0,98052,47.6485,2640,14284
820000.0,3,2.5,2510,5503,2.0,0,2,3,9,0,1995,0,98136,47.5419,1790,6099
590000.0,3,2.25,2680,41250,2.0,0,0,3,7,0,1984,0,98045,47.4817,1940,47044
311100.0,4,2.25,2130,8078,1.0,0,0,4,7,750,1977,0,98055,47.4482,2300,8112
280000.0,4,2.25,1990,7350,1.0,0,0,4,8,810,1978,0,98003,47.3258,2030,7210
653000.0,3,2.25,2800,17300,1.0,0,0,4,8,1380,1971,0,98006,47.5716,2140,12650
335000.0,4,2.5,2154,6050,2.0,0,0,3,8,0,2012,0,98030,47.3513,2305,5769
705000.0,4,2.75,2780,6207,2.0,0,0,3,8,0,2001,0,98053,47.6867,2660,5592
212000.0,4,1.75,1250,12705,1.0,0,0,4,7,0,1971,0,98023,47.302,1390,8550
443725.0,3,1.75,1250,3880,1.0,0,0,4,7,500,1944,0,98117,47.6869,1240,3880
308000.0,3,1.75,1300,1237,2.0,0,0,3,7,240,2008,0,98027,47.539,1350,942
782000.0,4,3.5,3780,7769,2.0,0,0,3,9,670,2001,0,98052,47.691,3310,7945
325000.0,2,1.0,830,5100,1.0,0,0,3,6,0,1941,0,98103,47.6932,1050,5100
440000.0,3,2.25,1230,1097,3.0,0,0,3,8,0,2009,0,98107,47.6697,1420,1437
305000.0,4,2.5,2430,9103,2.0,0,0,3,8,0,1990,0,98023,47.2939,2260,8090
372000.0,3,2.5,2430,5000,2.0,0,0,3,8,0,2001,0,98042,47.3786,2910,5620
